"NAME","ADDR 1","City","State","Zip","Phone#"
"TANI","131 W 72ND STREET","NEW YORK","NY",10023,(212) 721-3651
"TANYA'S /DANCE PLUS","1307 PARK AVE. SUITE 10","S. WILLIAMSPORT","PA",17701,(570) 327-6178
"TAPOLINO","842 NW WALL #2","BEND","OR",97701,(541) 318-5663
"T'DANCE SCHOOL OF PERFORMING ARTS","5345 W. VALLEY RD.","HASTINGS","NE",68901,(402) 463-2864
"TEAM LEADER","2901 SUMMIT AVE, SUITE 300","PLANO","TX",75074,(214) 340-2288
"TEATROCENTRO","1203 AVE AMERICO MIRANDA REPARTO METROPOLITANO","SAN JUAN","PR",00921,(787) 707-0826
"TEATROCENTRO","SAN PATRICIO PLAZA","GUAYNABO","PR","00968",(787) 792-7797
"TEATROCENTRO","MAYAGUEZ MALL 975 AVE HOSTOS, SUITE 295","MAYAGUEZ","PR","00680",(787) 832-7797
"TEATROCENTRO","975 AVE HOTOS STE 295","MAYAGUEZ PR","PR",00680,(787) 832-7797
"TEATROCENTRO ESTE","PLAZA CAROLINA, STORE #172 65 INFANTERIA & FRAGOSO","CAROLINA","PR","00983",(787) 768-5549
"TEATROCENTRO ESTE","PLAZA CAROLINA, STORE #172 65 INFANTERIA & FRAGOSO","CAROLINA","PR",00983,(787) 768-5549
"TEATROCENTRO SUR","VALLE REAL SHOPPING CENTER CARR. #2 Ponce by Pass Ave","PONCE","PR","00731",(787) 707-0826
"TEATROCENTRO SUR","VALLE REAL SHOPPING CENTER LOCAL #6 CARR.#2 PONCE BY PASS","PONCE PR","PR",00731,(787) 842-5616
"TEDDY'S SHOES","548 MASS AVE","CAMBRIDGE","MA",02139,(617) 547-0443
"TERRI'S STUFF","1509 SOUTH FT. HOOD STREET","KILLEEN","TX","76541",(254) 634-4404
"TESCHER'S SHOES","5013 16TH AVENUE","BROOKLYN","NY",11204,(718) 851-0908
"THAT'S DANCING","712 MOBJACK PLACE SUITE B","NEWPORT NEWS","VA",23606,(757) 873-0454
"THE BACK ROOM","2683 VIA DE LA VALLEY  STE K","DEL MAR","CA",92014,(858) 720-8449
"THE DANCER'S CLOSET","4558 WILLIAM PENN HWY","MURRYSVILLE","PA","15668",(724) 733-4615
"THE DANCER'S POINTE","665 MARKET ST","LEMOYNE","PA","17043",(717) 583-1820
"THE SHOWROOM","511 KINGS HIGHWAY","BROOKLYN","NY",11223,(718) 336-1199
"THEATRICAL SHOP, THE","145 FIFTH","West DES MOINES","IA",50265,(515) 274-3661
"THERAPY","316 E COLORADO BLVD","PASADENA","CA",91101,(626) 568-9905
"THERESA MISASI","303 WALL STREET","KINGSTON","NY",12401,(845) 339-4202
"THOMAS TUCKER INC","8010 OLD BRANCH AVE","CLINTON","MD",20735,(301) 856-2144
"THREADBARE DANCEWEAR","822 G STREET STE 7","ARCATA","CA",95521,"(707) 822-7894"
"THREE SISTERS","270 MARKET SQUARE","LAKE FOREST","IL",60045,(847) 604-8565
"THULE, LLC","25 WEST CEDAR STREET, STE 130","PENSACOLA","FL",32502,(850) 435-9600
"TIFFANY DESIGNS","5 SYCAMORE DRIVE","NEW MIDDLETOWN","OH",44442,(330) 542-2762
"TIGHE RETAIL LTD.","333 EAST SEVENTH AVE.","YORK","PA",17404,(717) 852-6979
"TIGHTS N THINGS","2676 SOUTH GLENSTONE","SPRINGFIELD","MO",65804,(417) 882-7205
"TIGHTSPOT DANCEWEAR CENTER","2524 BROWNSVILLE ROAD","PITTSBURGH","PA",15210,(412) 885-6440
"TINA DRAGONE","1687 POST ROAD E.","WESTPORT","CT",06880,(203) 259-1184
"TINY FEET","894 AUGUSTA DRIVE","ORINDA","CA",94556,(925) 317-3062
"TIP TOP SHOES","155 W 72ND STREET","NEW YORK","NY",10023,(212) 787-4960
"TIPPY TOES","20 NASSAU STREET","PRINCETON","NJ",08542,(609) 683-8637
"TIPTOES DANCE & SPORTWEAR BOUTIQUE INC","2945 E. GULF TO LAKE HWY","INVERNESS","FL",34453,(352) 341-0955
"TO THE POINTE","1115 COTTONWOOD AVENUE","HARTLAND","WI",53029,(262) 367-7177
"TOE THE LINE","4204-B N. ARLINGTON HEIGHTS RD","ARLINGTON HEIGHTS","IL",60004,(847) 818-9800
"TOE TO TOE DANCE SHOES","G-1159 WEST HILL ROAD SUITE C","FLINT","MI",48507,(810) 238-7400
"TOE,TAPS N'TIGHTS","5 KELLY ROAD","SALEM","NH",03079,(603) 894-4557
"TOOTIES WEST","175 EAST PROSPECT AVE #100","DANVILLE","CA",94526,(925) 552-6638
"TOOTSIE PONTE VERDA","240 A1A NORTH #3","PONTE VERDA","FL",32082,(904) 285-3366
"TOOTSIES","4517 FOREST DRIVE","COLUMBIA","SC",29206,(803) 738-1873
"TOOTSIES BOUTIQUE","5525 COLLEGE AVE","OAKLAND","CA",94618,(510) 595-7272
"TOOTSIE'S LAGUNA","1200 SOUTH COAST HWY","LAGUNA","CA",92652,(949) 715-5151
"TOOTSIES TOO","1025 A PROVIDENCE ROAD","CHARLOTTE","NC",28207,(704) 379-1992
"TOPTOE DANCEWEAR","4608 JONES CREEK ROAD #200","BATON ROUGE","LA",70817,(225) 755-0575
"TORLY KID","51 HUDSONS STREET","NEW YORK","NY",10013,(917) 282-4089
"TORRIBELL","1125-J MILITARY CUTOFF ROAD","WILMINGTON","NC",28405,(910) 679-4081
"TORY JANES","2 CHURCH STREET","MONTCLAIR","NJ",07042,(973) 744-6655
"TREP ART INC.","13865 WEST NORTH AVE","BROOKFIELD","WI",53005,(262) 786-8868
"TRES JOLIE","600 E. FRANKLIN STREET","MONTEREY","CA",93940,(831) 375-3000
"TREVOSE FAMILY SHOES INC.","1738 BROWNSVILLE RD.","TREVOSE","PA",19053,(215) 357-0209
"TRIANGLE ACADEMY OF DANCE","2918 KILDAIRE FARM ROAD","CARY","NC",27518,(919) 387-1298
"TRIMS & TOGS","5713 DIXIE HIGHWAY","WATERFORD","MI",48329,(248) 623-1191
"TRIO","73520 EL PASEO","PALM DESERT","CA",92260,(760) 837-9333
"TRIPLE LOOP SKATE & DANCE","4 RAILROAD AVE","ESSEX JUNCTION","VT",05452,(802) 878-2255
"TRIPPET'S","2635 S. HARVARD","TULSA","OK",74114,(918) 747-3451
"TROPICAL LOUNGE TANNING & DANCEWEAR","207 1/2 SOUTH MAIN STREET","DELPHOS","OH",45833,(419) 695-5320
"TU TU","2217 W. 27TH ST.","PINE BLUFF","AR",71603,(870) 534-1020
"TU TU CUTE DANCEWEAR","60 COMMERCIAL DRIVE","LONDON","KY",40741,(606) 864-3783
"TUGBOAT AND THE BIRD","318 N. PARK AVE","WINTER PARK","FL",32789,(407) 647-5437
"TULIPS","570 BUCHANAN AVENUE","NORMAN","OK",73069,(405) 217-9322
"TULIPS GROVE, THE","2078 ANTIOCH COURT","OAKLAND","CA",94611,(510) 339-2225
"TULLE","3962 NORTH LAKE BLVD.","PALM BEACH GARDENS","FL",33408,(561) 493-8144
"TURNING POINTE","5143 FOREST DR.","COLUMBIA","SC",29206,(803) 782-8188
"TURNING POINTE","1650 SAM RITTENBERG BLVD UNIT #3","CHARLESTON","SC","29407",(843) 571-3999
"TURNING POINTE, THE","747 N. SALINA ST.","SYRACUSE","NY",13208,(315) 471-8440
"TUTTI BAMBINI","290 WHEATLEY PLAZA","GREENVALE","NY",11548,(212) 472-4238
"TUTU CUTE","4010 COLLEEN DRIVE","CHAMPAIGN","IL","61822",(217) 840-9047
"TUTU CUTE BOUTIQUE","4005 TALLGRASS DRIVE","CHAMPAIGN","IL",61822,(217) 840-9047
"TUTU MUCH DANCEWEAR & COSTUMES","200 NORTH MAIN","FALLBROOK","CA",92028,(760) 731-2278
"TUTU STOP, THE","504 N MAIN UNIT 1","SYCAMORE","IL",60178,(815) 761-9614
"TUTUS AND TWIRLS","1118 MAIN STREET","GARDENDALE","AL","35071",(205) 285-5380
"TUTUS AND TWIRLS","4301 FOXGLOVE TRAIL","GARDENDALE","AL",35071,(205) 365-0408
"TUTU'S DANCE WEAR","944 SUTTON BRIDGE ROAD","RAINBOW CITY","AL",35906,(256) 442-3196
"TUTUS TOO DANCE BOUTIQUE","2726 6TH AVENUE W.","BRADENTON","FL",34205,(941) 807-3650
"TUTUS, TAPS & ALL THAT JAZZ","216 HEADTOWN ROAD","JONESBOROUGH","TN",37659,(423) 753-2241
"TUTUTOES & COMPANY","20006 SHERIDAN AVENUE","HAGERSTOWN","MD",21742,(301) 665-9302
"TUTUTOES & COMPANY","107 NORTH POTOMAC STREET","HAGERSTOWN","MD","21740",(301) 665-9302
"TWEED BABY OUTFITTERS","1200 VILLA PLACE STE 110","NASHVILLE","TN",37212,(615) 627-8290
"TWINKLE TOES","13 HIGH STREET","HAMPTON","NH",03842,(603) 929-8637
"TWIRL KIDS","3121 OCEAN DRIVE","VERO BEACH","FL",32963,(772) 492-1091
"TWO OLD HIPPIES","401 12TH AVENUE SOUTH","NASHVILLE","TN",37203,(615) 254-7999
"TWO SKIRTS","2124 CHESTNUT STREET","SAN FRANCISCO,","CA",94123,(415) 441-6727
"TWO SOLE SISTERS","1703 PEARL STREET","BOULDER","CO",80302,(303) 442-0404
"TWO WORLDS DANCE & FITNESS","340 WHEATLEY PLAZA","GREENVALE","NY",11548,(516) 484-6604
"ULTIMATE DANCE ZONE, THE","25-11 GIBBS ROAD","CORAM","NY",11727,(631) 732-5202
"ULTIMATE DANCEWEAR & ACCESSORIES","1403-2 DUNN AVE","JACKSONVILLE","FL",32218,(904) 766-0009
"UNFORGETTABLE BODYWEAR","3708 ROUTE 9 SOUTH","HOWELL","NJ",07731,(732) 364-6106
"UNIVERSITY PERFORMING ARTS CTR","160 ALEXANDRIA BLVD.","OVIEDO","FL",32765,(407) 366-5779
"UPSTAGE DANCEWEAR","114 W. VIRGINIA ST.","MC KINNEY","TX",75069,(972) 547-4444
"UPSTAIRS DANCEWEAR","120 1/2 E BROADWAY STREET","COUNCIL BLUFFS","IA",51503,(712) 328-0499
"UPTOWN COSTUME","4326 MAGAZINE ST.","NEW ORLEANS","LA",70115,(504) 895-7969
"UPTOWN KIDS","5840 NORTH CLASSON BLVD, STE 3","OKLAHOMA CITY","OK",73118,(405) 418-8881
"UTAH DANCE","9150 S. 1300 E.","SANDY","UT",84094,(801) 565-1133
"VARSITY SPIRIT FASHION","3131 APPLING ROAD","BARTLETT","TN","38133",(901) 387-4300
"VARSITY SPORTS &DANCE SUPPLIES","1550 WEST 84TH STREET","HIALEAH","FL",33014,(305) 698-8567
"VASARI","410 S. RAMPART BLVD #150","LAS VEGAS","NV",89145,(702) 597-9500
"VELVET SLIPPER, THE","10 A SOUTH STATE STREET","NEWTOWN","PA",18940,(215) 968-1059
"VICTORIA'S DANCE - THEATRICAL SUPPLY","1921 W SAN CARLOS","SAN JOSE","CA",95128,(408) 295-9316
"VILLAGE DANCE SHOP","317 WESTTOWN ROAD - SUITE 5","WEST CHESTER","PA",19382,(610) 918-9518
"VINTAGE TEE","123 EAST WALL STREET","SHERMAN","TX",75090,(903) 328-6598
"VIVA DANCE COMPANY, LLC","15476 CHARLES STREET","MONROE","MI",48161,(734) 384-8482
"W CONCEPT","100 W FOREST AVE UNIT 4","ENGLEWOOD","NJ",07631,(201) 227-8060
"WALTZING MATILDA","100 S. FINDLEY","PUNXSUTAWNEY","PA",15767,(814) 938-8434
"WEE SOLES","3827 SUNSET BLVD","LOS ANGELES","CA",90026,(323) 667-0774
"WEINGARTEN QUALITY SHOES","27 ORCHARD STREET","MONSEY","NY",10952,(845) 425-0899
"WELLNESS BABY","2722 ROUTH STREET","DALLAS","TX",75201,(214) 909-9995
"WHIDBEY FOOTWEAR","1804 SCOT ROAD #103","FREELAND","WA",98249,(206) 399-8461
"WHIMSIES","2142 BARRACKS ROAD","CHARLOTTESVILLE","VA",22903,(434) 977-8767
"WILLIE'S/AVONDALE CHILDREN'S","3567 ST. JOHNS AVENUE","JACKSONVILLE","FL",32205,(904) 384-3664
"WINNERS ALL","6323 CAMP BOWIE BLVD. #167","FORT WORTH","TX",76116,(817) 738-9255
"WISH","9765 CLAYTON ROAD","ST. LOUIS","MO",63124,(314) 432-0800
"WISHES","240 CHAPEL PLACE","AVON","CO",81620,(970) 845-0456
"WISHING WELL","6723 GREENLEAF AVENUE","WHITTIER","CA",90601,(562) 464-9474
"WORLDTONE","2138 WESTWOOD BLVD","LOS ANGELES","CA","90025",(310) 234-9100
"WORLDTONE DANCE","230 7TH AVENUE 2ND FLOOR","NEW YORK","NY",10011,(212) 691-1934
"WOW DANCEWEAR","771 SOUTHBRIDGE ST.","AUBURN","MA",01501,(508) 832-7600
"WSPA INC.","549 ZOR SHRINE PLACE","MADISON","WI",53719,(608) 833-9772
"XLR8","1002 N WATER SUITE 2","BURNET","TX",78611,(512) 756-0930
"YAVAL INC","250 SOUND BEACH AVENUE","OLD GREENWICH","CT",06870,(203) 637-4444
"YOUNGSTOWN DANCE SUPPLY","5232 MARKET ST.","YOUNGSTOWN","OH",44512,(330) 782-4891
"YOUR SHOO","5001 18TH AVE","BROOKLYN","NY",11204,(718) 633-3278
"YOYA","636 HUDSON STREET","NEW YORK","NY",10014,(646) 336-6844
"YOYAMART","15 GANSEVOORT STREET","NEW YORK","NY",10014,(212) 242-5512
"ZENA'S SHOES INC","6713 18TH AVE","BROOKLYN","NY",11204,(718) 645-4600
"ZOE","11 HULFISH STREET","PRINCETON","NJ",08542,(609) 497-0704
